x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
59,E,0.9148159757649807,65,D,0.3286089806949405,39,B,0.7213221922588399,31,5637.848843551623
79,A,0.9733791957751172,39,B,0.9504895958325414,13,E,0.6879200898112652,33,5812.155314766154
14,B,0.2621639104087994,14,A,0.9801078067857576,79,E,0.1199961691649087,46,5942.364022267724
61,C,0.2128507709599137,52,B,0.9732404167532056,17,E,0.9190329572239764,13,5967.082793279918
61,E,0.0805165585915118,84,E,0.7047871500043228,93,D,0.8989130877859347,4,6121.5616660724045
46,C,0.561797852662138,81,E,0.1110581597598653,35,B,0.9002609900691131,35,6255.943142969612
61,D,0.0136043954506682,4,E,0.3863622271271454,99,A,0.3603623892132171,95,6268.238823663065
50,C,0.4118982976099365,88,D,0.2893092139535339,38,D,0.4921729663901851,8,6447.683894767117
54,E,0.0733840166520085,35,D,0.7083895384364276,40,E,0.1148953363789405,34,6460.726886054039
63,B,0.405225782929334,73,A,0.4926544855101318,0,D,0.0510953576529428,24,6473.31490510494
2,B,0.0399321892656092,45,C,0.6165013487721439,80,D,0.0587774694459609,74,6476.923751025548
50,C,0.8352172606087689,22,B,0.0087310757323879,91,E,0.5687696097507119,45,6553.5653072621535
6,A,0.2097389939385658,87,C,0.7828640620939985,70,E,0.3214031539678494,12,6610.455279074398
20,C,0.328308710357912,44,D,0.9520518366844624,83,A,0.5795556172266294,60,6810.022158455769
72,D,0.8700479966063919,9,B,0.6693732893226945,41,B,0.5926643524353822,29,6881.027153718685
38,B,0.7462660613322051,53,D,0.8519373967502435,23,C,0.9070623710413284,97,7065.031024521955
17,B,0.2190383616420584,69,A,0.4782503886916582,64,C,0.8822832480512579,31,7066.672818659052
3,B,0.071899418657496,76,B,0.0202080792886713,17,C,0.7185834788168103,29,7111.171008906353
88,A,0.7156737768553395,84,D,0.9904692223172126,89,A,0.8185033573470853,81,7281.326064595363
59,A,0.3907025506881093,31,E,0.0588321499926424,13,D,0.0031596396951752,55,7398.276091457512
13,E,0.7660799991182212,42,E,0.1927742037804435,18,E,0.0155351365195581,66,7425.9446400063425
8,C,0.4452947723752104,14,D,0.0524401505849401,81,B,0.4585873122036519,70,7596.352479129713
89,C,0.3460024129722764,65,C,0.624958400528985,6,C,0.6536937115061975,54,7838.207218509706
52,D,0.4512054082123965,14,A,0.5832309026986398,63,B,0.7940842069610543,97,7961.993778897526
1,B,0.7485589856706767,80,A,0.2096696541745667,1,B,0.4472669801842304,7,8037.7473447692355
83,A,0.902220286540374,19,D,0.9566532413004322,6,E,0.9401673190653772,42,8039.5210562602515
91,D,0.0497671965885755,49,A,0.91348629572967,27,A,0.8149852614192556,47,8139.046997169258
59,D,0.5241115412269551,5,B,0.2798100585913482,91,E,0.1027556291871697,57,8150.1178980498335
70,A,0.0328354290838776,78,A,0.6588647640728128,80,A,0.4401783305415112,31,8166.664895131951
43,C,0.4684095450243587,16,E,0.855233337174923,29,D,0.9948782250682914,77,8179.327504177541
7,B,0.8852828290969004,25,D,0.359798106596835,84,B,0.4099418443532787,68,8257.160101310375
46,C,0.3615902664203096,21,B,0.2535824906771576,72,C,0.386269794186088,6,8273.088418857315
34,D,0.9324504210806432,72,A,0.2561899424014154,35,B,0.2940803573989737,73,8295.705031531343
77,B,0.6306084716506094,63,E,0.8204564875289386,21,E,0.4864890024563002,19,8368.444431659442
80,E,0.9341553437930064,75,C,0.4630702174397297,78,A,0.729857114514829,61,8383.938245377987
35,D,0.7571666254125197,85,A,0.7153380317744804,77,D,0.0474719149232617,20,8415.482638305006
49,C,0.1034351666487622,57,E,0.6503007884363577,26,D,0.8357176197960241,91,8419.565790207387
3,C,0.231151367562677,86,E,0.3062257034545801,81,A,0.9175796096906064,28,8420.660095574534
1,C,0.3941704545835062,36,E,0.2080767030585711,9,A,0.7810925567343566,69,8595.611522619398
5,A,0.170106882012076,77,E,0.1257855101780479,21,A,0.9156348786456872,37,8674.490089473526
53,D,0.4949116047766605,87,C,0.0238856184292504,22,D,0.0949044778013541,41,8701.240276223823
3,B,0.4713681557014906,71,D,0.0812564169786917,51,B,0.450107616251954,2,8704.990149077465
53,C,0.9562591980273812,89,E,0.2562466744599566,41,B,0.0710424564931622,36,8725.6763398814
92,C,0.4337278828959777,95,D,0.7135996058306419,40,D,0.8368359592927799,16,8776.286906084817
62,A,0.7856268042879978,27,C,0.1549189361910372,47,C,0.9525467610826684,32,8913.069894819797
17,B,0.9419105448514798,95,C,0.5233953758299132,68,E,0.2977512106382715,9,8984.366864905478
89,D,0.8769888309739855,85,B,0.245132068374553,50,D,0.5353946457537612,36,9027.411399401994
43,E,0.2086676245115918,48,B,0.5118097817841856,88,C,0.2976754891744427,32,9034.205188108794
33,A,0.4960298942535442,72,E,0.7500111754664909,0,E,0.3788725154962035,27,9050.112063524288
73,D,0.3477397822959257,66,D,0.2659811294566875,87,B,0.4765576241734105,86,9051.905874861051
61,E,0.3998586951372155,88,C,0.3478988117336945,96,A,0.790802492213266,41,9129.815652368328
99,C,0.3608068262457512,75,A,0.7230005679583252,55,E,0.146997484315465,57,9264.409953598362
13,C,0.8263592101750041,92,B,0.546338095965995,70,A,0.1570543031323752,47,9301.15507129635
94,B,0.4521390551224474,66,B,0.0945666264529733,23,C,0.201862066005605,50,9319.576691718055
47,E,0.5236943322446882,40,A,0.7581542692468478,14,D,0.0531521625716525,9,9373.599523881709
14,C,0.9824473570470746,45,D,0.2774389925681276,74,D,0.6434649220708218,7,9426.73784358113
71,C,0.0599792721915164,86,D,0.3850577345418712,43,A,0.189864286854654,15,9469.272853947105
77,B,0.4879576397907488,86,D,0.2451769242900456,80,E,0.4375379897761612,95,9551.104009995037
86,D,0.7740617069461161,54,E,0.5433570204718058,48,E,0.6855903327873972,61,9559.65952297427
61,C,0.1511619581882265,81,E,0.7077683026246229,86,C,0.4489466536049948,48,9591.025406068591
39,A,0.6115315946147739,10,A,0.8032163614105335,48,D,0.9060170948840542,88,9621.04791905342
84,A,0.2394647795344667,99,C,0.9221222768267122,67,A,0.7691681508989983,14,9692.833724400663
79,D,0.8674041132245676,25,A,0.3592166516539657,94,B,0.2730221852708767,15,9725.8904568652
81,E,0.3270996654000793,71,C,0.9326142306665984,97,D,0.1304098561746192,80,9746.83259708518
52,B,0.3290628169009095,91,A,0.6169547442848055,73,D,0.8944377979908743,26,9811.389745601637
23,A,0.5981938785178935,81,E,0.3895945439924871,36,C,0.3969076665973309,46,9823.124385654184
25,A,0.1835629081199087,12,D,0.8872940486978189,73,D,0.3825118269866921,25,9826.195737659144
88,D,0.284888638903061,35,B,0.5796295053008922,41,C,0.8100040757539075,71,9889.704677711736
59,E,0.4166318501194115,63,A,0.4542835286797702,58,C,0.0093547892042565,40,9911.450761144268
40,E,0.3536378631401103,50,A,0.0115015503271358,74,B,0.4511122853653779,10,9944.43026277122
28,D,0.5248772180055824,75,B,0.7175078900915866,94,E,0.7143200660852763,90,9968.748706675684
14,A,0.5996401440689663,21,A,0.0773479946988418,9,D,0.8486864636835503,8,10018.685978933305
44,B,0.5666674537501646,59,D,0.2893928280219343,52,C,0.8852088539291213,53,10039.096598574451
64,A,0.6541683119919323,1,B,0.9616943425160352,41,C,0.4656801688430996,10,10221.927867926108
88,E,0.3077495166078202,55,B,0.1552131051230514,7,E,0.8477075569881865,6,10291.18135788794
70,A,0.126426227155028,39,D,0.311784355873246,74,E,0.0357617606817779,27,10388.930646046563
8,B,0.7608075414310771,27,D,0.9323393598051531,83,C,0.3054255554208542,93,10414.60295558966
87,C,0.850780382630682,76,B,0.3376838181068736,23,D,0.0104983025242403,61,10428.127357955167
0,A,0.2570062322224322,96,D,0.328674975553661,50,D,0.1655253733652166,54,10450.892375112002
7,D,0.4070919561580197,2,D,0.6479545868981706,70,D,0.7247312715297911,35,10485.739319562575
87,C,0.4985692169635553,62,D,0.1313572398648412,59,E,0.0044241595481049,72,10511.880088672864
62,D,0.5333268427529364,97,B,0.9727517097271434,20,D,0.5230554950436641,98,10553.424268338316
10,D,0.6594901710876518,22,A,0.2750226450544004,52,D,0.4139861510286046,62,10686.316703812005
80,D,0.0416032333553213,54,C,0.7856888320077897,5,D,0.122870790647899,50,10769.767928230163
7,A,0.721477082734017,31,B,0.2876143500217628,30,E,0.685634283884137,76,10790.500384608218
34,E,0.0619710069794102,83,C,0.2753724094284936,11,A,0.6931238648475063,47,10885.123779977015
34,C,0.4682885676728678,27,D,0.0575127080604149,12,A,0.7263485415024217,67,10953.803285743248
32,B,0.8276711355691941,7,D,0.119320659719317,48,D,0.7653075502427034,9,10967.554773886652
4,E,0.4512153132783962,2,A,0.5219673094475673,30,A,0.3149919169320095,25,10982.170261667849
40,A,0.1490897487682477,93,D,0.5768431821090425,8,D,0.9941292889648096,66,10993.214065465894
27,D,0.9850338450059596,88,C,0.8158435210640067,26,E,0.0729537395831428,52,11041.993123365202
6,B,0.8892854620742633,52,B,0.0602151896459184,52,D,0.6476953676353238,42,11098.876589237276
72,C,0.771313633225014,93,B,0.3561501856747648,80,B,0.9707750973333988,16,11236.93788626472
71,E,0.4115116028992104,28,A,0.200158850653822,50,C,0.2243104615431896,26,11251.646827826
11,E,0.1838457268892978,93,C,0.3578775107218197,71,E,0.2781249284174404,21,11321.079953605024
33,B,0.9414111814185012,97,D,0.3543066662505161,26,B,0.575977438319194,35,11387.62294329677
32,A,0.532351126517139,88,E,0.3542797707537249,39,B,0.781257596892743,71,11412.82562631404
47,C,0.8523554603874851,80,A,0.3096334338083867,61,C,0.3289469829046314,32,11434.066716406624
22,B,0.3420950057594257,58,A,0.7639780976739593,57,B,0.8367751636484455,89,11460.582618053682
61,D,0.3352883170794706,23,E,0.6897062869558097,14,C,0.2410437863436709,94,11491.72461574421
87,C,0.9855404806740392,37,B,0.3414692286151024,38,D,0.8743666853418222,52,11524.719156748004
36,E,0.5218330484948498,27,B,0.1464881024198587,69,E,0.2529531241352797,10,11538.131166032475
98,B,0.1406954238607463,96,B,0.5182803673409924,95,E,0.6174351556712817,92,11546.040318777965
43,E,0.2196746779947074,61,E,0.9188476203048516,7,E,0.3577912131397799,28,11576.694723655655
85,E,0.4819442793927208,99,D,0.1235593408599021,34,C,0.3218261123521788,37,11589.255366165717
90,E,0.0424709104884113,50,D,0.7530298479498977,62,C,0.353995569406983,57,11590.766692456564
34,A,0.4625339853783005,6,C,0.5993790621341187,30,B,0.4992014144561518,14,11595.288988021934
64,E,0.4189408420801276,22,C,0.588590125044273,89,E,0.8450485866137809,53,11596.743731397331
98,D,0.779336265319487,45,B,0.9346571730454768,41,B,0.7593182360308128,61,11627.769450328067
46,D,0.3549419644892417,89,E,0.9559405872977412,87,D,0.4493408862609717,56,11628.289565541658
77,C,0.9825487615395994,77,A,0.2438397388558006,65,B,0.2821602893524432,78,11644.036243632643
2,E,0.1807699193009031,27,D,0.8084770327223679,40,E,0.8543009809723642,70,11649.516507195844
0,E,0.5909866849681349,23,E,0.6207992281535079,0,C,0.8701850118635631,57,11683.11647646312
4,B,0.0896992970082546,6,C,0.4088455900751581,73,B,0.4536763006276535,48,11776.249235229245
89,A,0.733863983993982,99,D,0.665621309827386,86,B,0.6958458582916154,52,11791.84821064942
13,C,0.9947536880619716,78,D,0.95596677627793,32,C,0.3692635639064203,28,11869.189274163404
26,E,0.8191386377516322,48,E,0.5168753368273998,36,C,0.149097680523369,32,11910.87063903455
8,B,0.5557035407203013,2,C,0.940079836598848,56,E,0.3214829028467467,45,11911.218124850388
78,A,0.484741357399692,1,E,0.6428872356802386,10,D,0.6820843185755495,53,11985.145625969471
14,C,0.8350299612668469,6,A,0.4829092408044821,83,E,0.7694096635386289,79,12041.72680991276
89,C,0.9359740847107244,79,D,0.6441704402114242,89,B,0.8516553930696072,97,12056.68796369107
41,E,0.989206525798093,20,E,0.6025410450606086,46,E,0.0177127000769644,84,12080.197825090556
76,C,0.3965392275644841,8,E,0.4216973409360617,65,E,0.4864061292244458,6,12131.235503394662
50,B,0.9909174747945124,11,A,0.5624603434579856,88,C,0.2739221103188535,28,12151.313677533068
62,C,0.1559262521738315,92,E,0.7032486729610783,3,D,0.6839595139680189,8,12176.753488111124
95,D,0.2535497759319092,23,D,0.8388662924098707,82,D,0.2453313354491323,48,12183.004627278002
51,B,0.0890161247338962,32,B,0.3043307358227186,76,E,0.5662802066662194,70,12187.879884485596
95,A,0.2717385164844816,77,B,0.0146479270042952,82,C,0.7119626524610072,77,12280.47773165345
3,A,0.7679375516180111,42,C,0.5512179018964732,76,C,0.7700649196417539,93,12304.213356293636
93,E,0.8529243581784497,81,A,0.4892841692197268,54,B,0.2694682902527913,87,12308.824260160472
22,E,0.7788926451025717,4,C,0.0541988032027678,11,A,0.0878321464453429,50,12340.477249806503
14,D,0.6310657781676963,78,B,0.6325064100173552,65,B,0.2187133674831555,97,12350.699217234036
42,A,0.5139665125226456,70,A,0.9414003573430864,36,B,0.5991314137379927,7,12424.347451363134
28,A,0.7087042892136465,88,E,0.4022317860011017,22,B,0.0404491856301982,54,12440.79034973802
35,A,0.3908335492672218,13,E,0.8943601892269523,54,A,0.158861934771356,64,12466.092676136745
12,A,0.8413083514997018,35,D,0.8131013581918458,18,C,0.9954747276474916,97,12473.992237494767
31,C,0.6771900939767854,34,B,0.1617162878742304,66,C,0.3823314366156124,83,12590.421958753515
70,B,0.6978046984944085,49,E,0.787279834770141,87,D,0.496526274360735,94,12617.730915927816
58,B,0.5359359931290713,87,A,0.5167060815393847,22,D,0.0110071625949036,78,12626.976971020802
85,D,0.8852289842111726,78,E,0.9186285204313196,3,E,0.5919077916956308,14,12667.64654035026
27,C,0.2520147336790524,10,C,0.1894262354594148,17,E,0.3252986844322048,50,12686.62826651238
65,A,0.3811476533610507,23,C,0.1250464464147607,11,E,0.5301932294743487,33,12735.316821622662
41,A,0.7776425696776891,74,C,0.2412803995520102,34,D,0.5261183434188222,68,12808.154376357088
44,E,0.4927488961293377,43,C,0.0596267104473011,26,D,0.967457449235239,85,12833.025940068988
61,E,0.8892140134241908,50,C,0.3200800988318406,42,B,0.2682569985241243,11,12855.476181259626
56,D,0.3463993197628523,16,D,0.2830088980128254,77,C,0.5704329205020269,44,12858.555148528169
5,A,0.3693301688196447,69,C,0.4162150993377878,94,D,0.3815525964230063,30,12884.5657314657
27,D,0.8887357893866253,84,D,0.4629772029160518,66,A,0.4219998099739652,53,12904.940175941549
27,C,0.464370320182041,7,D,0.1447205485151086,68,B,0.0555590625769452,92,12905.254102520945
43,B,0.5161245842024867,78,E,0.6193739286373976,63,A,0.6884530127052249,21,12957.69450225075
83,A,0.3327637153356794,95,A,0.2235673988099945,92,A,0.1952854079329222,71,12972.36437024936
29,C,0.2766699421790819,73,C,0.1219286689462472,51,C,0.468488910309712,63,12975.8387057011
61,A,0.655948710838392,27,A,0.7088110926753038,16,A,0.4342696345483336,59,13002.33691195547
74,E,0.1198406615412038,78,B,0.0227352634828503,82,A,0.4681411164433812,27,13003.10118629771
91,D,0.8792726411829093,11,D,0.3683659406443098,98,A,0.3755459959622296,20,13007.684817502846
88,E,0.7792031367651079,42,B,0.1444032794320185,32,A,0.2423854147065013,74,13065.162295719943
61,B,0.1907482637058027,81,D,0.8827927019948731,71,B,0.4487140529357938,74,13072.333151077622
96,E,0.6940199458245654,36,C,0.8244583961993368,51,B,0.0462195249655609,86,13133.34485090994
0,A,0.6026329212856348,87,B,0.0605267023595111,34,C,0.2423225525136267,76,13152.364998801928
26,E,0.1845350507366441,62,E,0.5504510697401906,19,C,0.7848483715554443,42,13156.799223617218
61,A,0.2732035060502324,92,B,0.2953555403600566,80,A,0.8428203881777651,26,13176.912919842856
76,B,0.4089865037338344,62,D,0.1925455383601519,44,E,0.7153093381596562,22,13213.958592882216
2,E,0.6992427352454739,9,D,0.3115386361207436,76,A,0.632564031036691,96,13229.278576990931
69,D,0.638723408817006,77,A,0.8158873592789869,67,A,0.8112657593161062,89,13231.343026969991
71,D,0.5322348476766979,79,B,0.0578553708778768,49,C,0.1278309245983711,35,13271.848870641992
26,D,0.7684105431140342,36,E,0.6482333840785263,57,D,0.5252541380373112,96,13304.475421368084
8,E,0.757937739606166,10,C,0.9133701453231224,29,C,0.1163156498164583,37,13311.525473144324
61,E,0.6178591540622559,89,A,0.4480563474064022,69,B,0.7778660751089865,15,13320.419316773758
36,E,0.7869900833848252,18,B,0.901513930188381,1,C,0.5205563854048646,73,13329.996427433243
96,A,0.3342633747792092,51,A,0.9068004290742324,78,D,0.8100248851886407,42,13332.03951554335
50,B,0.8812495283226056,17,B,0.6095957720224516,33,A,0.7990634250738623,40,13349.9471022426
43,D,0.6149100858019407,93,C,0.4558405334386021,51,D,0.4662123768426548,43,13385.561441372363
23,A,0.8223635138124306,31,C,0.7376636490277235,83,C,0.4968742947828535,51,13401.182730732007
78,D,0.546279104790284,22,E,0.9162226385415472,15,E,0.0282674951965904,16,13444.0838427889
58,A,0.2184382449886803,11,A,0.6800353444096658,42,B,0.5235132903771816,51,13469.1088480053
31,E,0.5424101286783086,57,E,0.2096071805156613,63,D,0.6774647760704352,42,13545.58248203546
95,D,0.3711116637765881,76,B,0.8200557464538422,92,C,0.2336556975565675,22,13549.288555958494
87,E,0.6974990360370945,20,C,0.951533359824164,26,A,0.9865271705008026,0,13561.740698382768
51,D,0.4757937917347358,20,C,0.4102748791712943,64,C,0.9748288738814112,92,13565.21018294409
61,C,0.8361128049276877,92,D,0.6975896768834229,12,A,0.2828305948035967,24,13586.002597164992
57,A,0.6780725123219167,92,D,0.5181663490357248,39,E,0.7129732564636053,5,13592.629590312856
51,C,0.684544433031324,90,E,0.1120091869612435,31,B,0.0300016681619202,73,13594.309889996664
11,A,0.2171553334910649,28,A,0.3498420142983595,66,D,0.6657527107652149,53,13627.154182397604
38,B,0.9842497664912904,78,B,0.1638296084924891,13,C,0.624016487561575,77,13642.218230128092
1,D,0.8416752092714888,46,E,0.6735733583565512,57,C,0.8221596595292482,22,13645.81831571913
2,B,0.7890048845606946,11,C,0.5820946991329928,91,D,0.3043650808777348,18,13649.592133149796
55,B,0.3302152251600274,57,C,0.0335344020836291,45,A,0.8780101528151453,55,13663.33610006656
80,A,0.5356316528472319,40,C,0.0616069142654619,89,B,0.8579750271245735,52,13692.1016603703
58,C,0.1371031880743286,18,B,0.2607924822196606,84,E,0.6696029602665675,30,13700.206996263583
1,E,0.538475976662706,11,E,0.7448595321432004,74,D,0.4723348689552649,37,13787.49267533436
1,A,0.1458892464832872,22,B,0.1268361000604906,90,B,0.6184012414776516,18,13830.16128894092
91,E,0.5530378439896012,4,C,0.2047741010583946,58,C,0.7299587689598734,0,13841.709804978676
53,B,0.6487218801549056,25,D,0.907626394868872,64,B,0.975251389746686,76,13857.313680032545
86,E,0.3901959672499023,62,E,0.5461375046024283,32,E,0.1217281912369473,49,13869.16797187931
95,C,0.4985448783312932,51,D,0.6208496424772199,45,B,0.3130727809099561,97,13882.641795952231
96,A,0.8756533876745859,9,E,0.4557661453650794,81,C,0.7807163131767951,57,13920.727747074492
0,C,0.1085631447028093,85,C,0.2997709905208963,53,E,0.4091800224033796,80,13951.499796754377
18,C,0.7917328929996529,38,D,0.2491302853229878,65,E,0.6724799714636595,31,13952.512368328578
1,A,0.1707545509961964,22,D,0.5892195862613517,3,E,0.1331179743473022,48,14033.887929804234
52,C,0.0367079828046283,10,E,0.4709752966009214,53,C,0.7091616036885716,97,14081.253608856008
43,D,0.1855746027450477,91,D,0.4030331235900104,3,A,0.674063818702831,96,14087.40054937934
89,D,0.7650431899704897,94,D,0.6943851643543439,16,C,0.5858200668036114,91,14108.088041867566
31,D,0.40512607333686,71,C,0.4041541582269905,79,A,0.7652379652166795,43,14151.915774356028
69,E,0.8725205168461819,47,E,0.0367303809364076,72,A,0.8801122324979529,28,14154.207238622204
31,C,0.5247075411822658,91,E,0.8396699333378972,89,C,0.829302606851927,87,14195.729149773051
67,A,0.0222503519263309,15,A,0.3184034409223671,73,B,0.1275740954611542,47,14199.377157330884
54,A,0.7167136096019268,45,E,0.9464017349174132,70,C,0.7443933706174924,79,14210.32268398771
74,E,0.1102329087212327,46,C,0.8795580933107152,72,E,0.4497644411253475,76,14229.041050431097
55,A,0.7893796334619244,94,D,0.2339162442431439,54,B,0.3338818185008,25,14231.3645846522
16,D,0.16810254980518,47,A,0.9654710148944436,47,D,0.8796495858033921,6,14237.223785544891
37,C,0.3454463858055134,79,D,0.8535607594639251,90,D,0.5596132346652518,43,14264.101629321693
23,A,0.7612714296253603,68,E,0.985016453652259,95,D,0.5012347320326649,13,14292.405970208772
68,A,0.9542313574764216,98,B,0.6779484551410803,48,E,0.7845993525827615,51,14315.143265802932
97,B,0.3714339506467323,24,D,0.9307267492442424,22,E,0.5533085459508817,31,14328.251853088244
69,B,0.8294002201989358,76,E,0.6900931220517148,26,A,0.8580075853257553,74,14342.074455219008
85,B,0.1907922654758387,92,C,0.855093390450891,24,E,0.1029009535582046,31,14378.17430978132
10,C,0.8071797702024911,90,E,0.6104292926794068,92,A,0.7761330644279153,74,14381.496666664574
15,D,0.657494059256251,80,A,0.9291743725799622,23,D,0.1638345899644759,83,14431.45783195408
96,D,0.1927435072123684,36,B,0.5180869056294569,79,C,0.2252313453782602,56,14504.788733986392
72,D,0.3025039603514116,62,B,0.7365687256591246,79,C,0.1794515208402951,51,14517.448519396894
58,C,0.131770888597036,28,B,0.916960452093178,91,E,0.2384213520234389,33,14521.124405415852
69,C,0.3829670110643133,57,C,0.4223901187439013,19,D,0.7318306966873465,60,14531.217655598906
79,B,0.2036486411232774,97,B,0.0264020749036114,52,D,0.6553317123055559,61,14601.540618563606
92,A,0.6439979536304735,93,D,0.1130471139374516,82,A,0.2297812945073418,85,14614.283392979223
2,E,0.9945051042205588,30,C,0.9719114417499348,73,A,0.2701749367777307,86,14674.841398758548
19,E,0.0120091630842641,85,E,0.8732025412238332,25,D,0.0992941126095906,92,14690.518524196345
58,A,0.5409198132872987,88,A,0.4834174397963364,59,E,0.4144355222059064,75,14700.842089675356
35,B,0.5736665975490097,67,C,0.9608994120683176,1,E,0.3785851631071444,30,14713.691726075667
18,A,0.914208789680812,98,A,0.185605545775622,2,D,0.1458157912573181,28,14713.70667783021
89,A,0.5060053347669375,40,C,0.1109663674971945,55,C,0.834625040868871,30,14719.839290232729
66,E,0.5437014196449175,49,E,0.6014400779153146,65,C,0.8525950486632267,11,14743.13855299656
18,B,0.4716528013283886,43,A,0.3821202970347808,24,A,0.1090468014730833,34,14747.77754590131
19,C,0.2689043045614814,8,C,0.3397696359570067,67,D,0.2663659532571524,56,14751.076304589287
95,E,0.0560291332489136,58,A,0.7341518951648115,14,C,0.7360890009250691,40,14787.1298811311
70,C,0.4086576822098361,89,B,0.1500131349202927,81,E,0.8699666912730813,26,14791.352458142734
51,B,0.0525914712406785,90,B,0.7784490227901157,6,B,0.0716729885696125,14,14800.122765944276
32,A,0.5504924694659178,26,B,0.3594496159341965,90,B,0.9023703219043628,93,14868.143597483113
39,D,0.3072936432422931,81,D,0.9867375579587304,81,D,0.0616371547445483,70,14897.847548307334
38,D,0.5336024015254278,93,B,0.8087460868985846,70,A,0.6337839593840542,35,14900.912385612472
81,B,0.1342969643951866,58,B,0.6462235620980958,92,B,0.0220751353286059,23,14905.875231859238
0,D,0.9326299657393596,94,E,0.2294462699341055,40,E,0.9282650217444732,81,14936.053351953658
10,C,0.8945212435499349,2,A,0.956426460013974,59,E,0.3536906493748979,23,14997.434251218196
91,D,0.1899965092022845,92,A,0.0329100397671001,43,E,0.6488030753959874,95,15003.10617103121
56,B,0.3434442832940099,6,B,0.223349780009334,32,B,0.1846221990806782,75,15030.941317440476
88,B,0.6134927718519796,81,A,0.0367757090371209,65,C,0.3212554160041485,27,15044.265059507456
49,C,0.0956862073059062,15,C,0.9665161797418196,81,E,0.7472984822156299,74,15045.371667731222
22,D,0.3545678211161508,48,B,0.871449519646026,22,A,0.9729958867387596,2,15046.138958936128
30,D,0.2511122868190061,31,B,0.9521076658014028,63,D,0.9920532906094192,2,15054.609461323043
93,A,0.9155167287166966,88,D,0.7150349857665893,5,D,0.809679516148199,28,15073.907671211127
41,E,0.8525106362892052,43,C,0.0274240657967982,62,D,0.8471930397041546,31,15096.450610655516
98,B,0.5798327412668638,95,B,0.9315020403256346,42,C,0.9694038601275696,53,15106.339037615282
